DATE ADDED TO CATALOG	PUBMEDID	FIRST AUTHOR	DATE	JOURNAL	LINK	STUDY	DISEASE/TRAIT	INITIAL SAMPLE SIZE	REPLICATION SAMPLE SIZE	REGION	CHR_ID	CHR_POS	REPORTED GENE(S)	MAPPED_GENE	UPSTREAM_GENE_ID	DOWNSTREAM_GENE_ID	SNP_GENE_IDS	UPSTREAM_GENE_DISTANCE	DOWNSTREAM_GENE_DISTANCE	STRONGEST SNP-RISK ALLELE	SNPS	MERGED	SNP_ID_CURRENT	CONTEXT	INTERGENIC	RISK ALLELE FREQUENCY	P-VALUE	PVALUE_MLOG	P-VALUE (TEXT)	OR or BETA	95% CI (TEXT)	PLATFORM [SNPS PASSING QC]	CNV	MAPPED_TRAIT	MAPPED_TRAIT_URI	STUDY ACCESSION	GENOTYPING TECHNOLOGY
2009-07-01	19553259	Cotsapas C	2009-06-24	Hum Mol Genet	www.ncbi.nlm.nih.gov/pubmed/19553259	Common body mass index-associated variants confer risk of extreme obesity.	Obesity (extreme)	775 European ancestry cases, 3,197 European ancestry controls	NA	10q22.1	10	70572684	PRF1	PALD1 - PRF1	27143	5551		4234	24664	rs10999409-T	rs10999409	0	10999409	intergenic_variant	1	0.45	5E-6	5.301029995663981		1.3	[1.16-1.45]	Illumina [457251]	N	obesity	http://www.ebi.ac.uk/efo/EFO_0001073	GCST000426	Genome-wide genotyping array
2009-07-01	19553259	Cotsapas C	2009-06-24	Hum Mol Genet	www.ncbi.nlm.nih.gov/pubmed/19553259	Common body mass index-associated variants confer risk of extreme obesity.	Obesity (extreme)	775 European ancestry cases, 3,197 European ancestry controls	NA	20p12.1	20	15355108	C20orf133	MACROD2			140733			rs6110577-C	rs6110577	0	6110577	intron_variant	0	0.16	5E-6	5.301029995663981		1.4	[1.21-1.61]	Illumina [457251]	N	obesity	http://www.ebi.ac.uk/efo/EFO_0001073	GCST000426	Genome-wide genotyping array
2009-07-01	19553259	Cotsapas C	2009-06-24	Hum Mol Genet	www.ncbi.nlm.nih.gov/pubmed/19553259	Common body mass index-associated variants confer risk of extreme obesity.	Obesity (extreme)	775 European ancestry cases, 3,197 European ancestry controls	NA	6p21.31	6	33794465	MLN	LOC105375024			105375024			rs2274459-A	rs2274459	0	2274459	intergenic_variant	0	0.17	6E-6	5.221848749616356		1.38	[1.20-1.58]	Illumina [457251]	N	obesity	http://www.ebi.ac.uk/efo/EFO_0001073	GCST000426	Genome-wide genotyping array
2009-07-01	19553259	Cotsapas C	2009-06-24	Hum Mol Genet	www.ncbi.nlm.nih.gov/pubmed/19553259	Common body mass index-associated variants confer risk of extreme obesity.	Obesity (extreme)	775 European ancestry cases, 3,197 European ancestry controls	NA	2q33.3	2	205971888	FLJ20309	RN7SKP178 - INO80D	106479175	54891		70929	21833	rs7603514-A	rs7603514	0	7603514	intergenic_variant	1	0.20	8E-6	5.096910013008056		1.36	[1.19-1.56]	Illumina [457251]	N	obesity	http://www.ebi.ac.uk/efo/EFO_0001073	GCST000426	Genome-wide genotyping array
2011-05-26	21544081	Dorajoo R	2011-04-19	Int J Obes (Lond)	www.ncbi.nlm.nih.gov/pubmed/21544081	Replication of 13 obesity loci among Singaporean Chinese, Malay and Asian-Indian populations.	Obesity	5,429 Chinese ancestry individuals, 2,431 Malay ancestry individuals, 2,531 Asian Indian ancestry individuals	NA	16q12.2	16	53769662	FTO	FTO			79068			rs1558902-T	rs1558902	0	1558902	intron_variant	0	NR	1E-7	7.0		0.09	[0.06-0.12] unit decrease	Illumina [1283957] (imputed)	N	obesity	http://www.ebi.ac.uk/efo/EFO_0001073	GCST001046	Genome-wide genotyping array
2011-07-19	21708048	Jiao H	2011-06-28	BMC Med Genomics	www.ncbi.nlm.nih.gov/pubmed/21708048	Genome wide association study identifies KCNMA1 contributing to human obesity.	Obesity	164 European ancestry morbidly obese  individuals, 163 European ancestry lean individuals	4,674 European ancestry morbidly obese individuals, 5,663 European ancestry lean individuals	10q22.3	10	76886778	KCNMA1	KCNMA1			3778			rs2116830-G	rs2116830	0	2116830	3_prime_UTR_variant	0	0.80	3E-10	9.522878745280337		1.26	[1.12-1.41]	Affymetrix [406177]	N	obesity	http://www.ebi.ac.uk/efo/EFO_0001073	GCST001130	Genome-wide genotyping array
2011-07-19	21708048	Jiao H	2011-06-28	BMC Med Genomics	www.ncbi.nlm.nih.gov/pubmed/21708048	Genome wide association study identifies KCNMA1 contributing to human obesity.	Obesity	164 European ancestry morbidly obese  individuals, 163 European ancestry lean individuals	4,674 European ancestry morbidly obese individuals, 5,663 European ancestry lean individuals	11p14.1	11	27541835	BDNF	BDNF-AS			497258			rs988712-G	rs988712	0	988712	intron_variant	0	0.75	5E-17	16.30102999566398		1.36	[1.20-1.55]	Affymetrix [406177]	N	obesity	http://www.ebi.ac.uk/efo/EFO_0001073	GCST001130	Genome-wide genotyping array
2016-02-24	25963547	Wilson CL	2015-05-11	Cancer	www.ncbi.nlm.nih.gov/pubmed/25963547	Genetic and clinical factors associated with obesity among adult survivors of childhood cancer: A report from the St. Jude Lifetime Cohort.	Obesity in adult survivors of childhood cancer exposed to cranial radiation	365 obese individuals, 411 non-obese individuals	NA	2p25.2	2	4847728	SOX11	LINC01249 - RNU6-649P	727982	106479854		191506	97549	rs4971486-G	rs4971486	0	4971486	intergenic_variant	1	0.23	8E-8	7.096910013008056		1.99	(1.54-2.57)	Affymetrix [NR] (imputed)	N	response to radiation, childhood cancer, obesity	http://purl.obolibrary.org/obo/GO_0009314, http://www.ebi.ac.uk/efo/EFO_1000654, http://www.ebi.ac.uk/efo/EFO_0001073	GCST002900	Genome-wide genotyping array
2016-02-24	25963547	Wilson CL	2015-05-11	Cancer	www.ncbi.nlm.nih.gov/pubmed/25963547	Genetic and clinical factors associated with obesity among adult survivors of childhood cancer: A report from the St. Jude Lifetime Cohort.	Obesity in adult survivors of childhood cancer exposed to cranial radiation	365 obese individuals, 411 non-obese individuals	NA	4q34.1	4	174701439	GLRA3	GLRA3			8001			rs12646911-A	rs12646911	0	12646911	intron_variant	0	0.78	1E-6	6.0		1.89	[1.45-2.44]	Affymetrix [NR] (imputed)	N	response to radiation, childhood cancer, obesity	http://purl.obolibrary.org/obo/GO_0009314, http://www.ebi.ac.uk/efo/EFO_1000654, http://www.ebi.ac.uk/efo/EFO_0001073	GCST002900	Genome-wide genotyping array
2016-02-24	25963547	Wilson CL	2015-05-11	Cancer	www.ncbi.nlm.nih.gov/pubmed/25963547	Genetic and clinical factors associated with obesity among adult survivors of childhood cancer: A report from the St. Jude Lifetime Cohort.	Obesity in adult survivors of childhood cancer exposed to cranial radiation	365 obese individuals, 411 non-obese individuals	NA	5p15.1	5	18186318	CDH18, BASP1	RPL36AP21 - RN7SL58P	100271332	106479245		136403	360994	rs140236920-?	rs140236920	0	140236920	intergenic_variant	1	0.46	1E-7	7.0		1.77	(1.43-2.20)	Affymetrix [NR] (imputed)	N	response to radiation, childhood cancer, obesity	http://purl.obolibrary.org/obo/GO_0009314, http://www.ebi.ac.uk/efo/EFO_1000654, http://www.ebi.ac.uk/efo/EFO_0001073	GCST002900	Genome-wide genotyping array
2016-02-24	25963547	Wilson CL	2015-05-11	Cancer	www.ncbi.nlm.nih.gov/pubmed/25963547	Genetic and clinical factors associated with obesity among adult survivors of childhood cancer: A report from the St. Jude Lifetime Cohort.	Obesity in adult survivors of childhood cancer exposed to cranial radiation	365 obese individuals, 411 non-obese individuals	NA	13q33.3	13	107138053	FAM155A	LOC105370350 - FAM155A	105370350	728215		5129	30478	rs35669975-C	rs35669975	0	35669975	intergenic_variant	1	0.61	3E-8	7.522878745280337		1.92	[1.52-2.44]	Affymetrix [NR] (imputed)	N	response to radiation, childhood cancer, obesity	http://purl.obolibrary.org/obo/GO_0009314, http://www.ebi.ac.uk/efo/EFO_1000654, http://www.ebi.ac.uk/efo/EFO_0001073	GCST002900	Genome-wide genotyping array
2016-02-24	25963547	Wilson CL	2015-05-11	Cancer	www.ncbi.nlm.nih.gov/pubmed/25963547	Genetic and clinical factors associated with obesity among adult survivors of childhood cancer: A report from the St. Jude Lifetime Cohort.	Obesity in adult survivors of childhood cancer not exposed to cranial radiation	359 obese individuals, 861 non-obese individuals	NA	1q21.2	1	150036820	VPS45	LOC105371427			105371427			rs12073359-?	rs12073359	0	12073359	intergenic_variant	0	NR	5E-6	5.301029995663981		1.7	(1.4-2.1)	Affymetrix [NR] (imputed)	N	childhood cancer, obesity	http://www.ebi.ac.uk/efo/EFO_1000654, http://www.ebi.ac.uk/efo/EFO_0001073	GCST002904	Genome-wide genotyping array
2015-06-11	25246029	DiStefano JK	2014-09-23	Acta Diabetol	www.ncbi.nlm.nih.gov/pubmed/25246029	Genome-wide analysis of hepatic lipid content in extreme obesity.	Hepatic lipid content in extreme obesity	1,868 European ancestry cases	NA	19p13.11	19	19296909	SUGP1	SUGP1			57794			rs10401969-?	rs10401969	0	10401969	intron_variant	0	NR	3E-7	6.522878745280337				Illumina [605718]	N	hepatic lipid content measurement, obesity	http://www.ebi.ac.uk/efo/EFO_0006506, http://www.ebi.ac.uk/efo/EFO_0001073	GCST002632	Genome-wide genotyping array
2015-06-11	25246029	DiStefano JK	2014-09-23	Acta Diabetol	www.ncbi.nlm.nih.gov/pubmed/25246029	Genome-wide analysis of hepatic lipid content in extreme obesity.	Hepatic lipid content in extreme obesity	1,868 European ancestry cases	NA	22q13.31	22	43932850	PNPLA3	PNPLA3			80339			rs4823173-?	rs4823173	0	4823173	intron_variant	0	NR	3E-7	6.522878745280337				Illumina [605718]	N	hepatic lipid content measurement, obesity	http://www.ebi.ac.uk/efo/EFO_0006506, http://www.ebi.ac.uk/efo/EFO_0001073	GCST002632	Genome-wide genotyping array
2015-06-11	25246029	DiStefano JK	2014-09-23	Acta Diabetol	www.ncbi.nlm.nih.gov/pubmed/25246029	Genome-wide analysis of hepatic lipid content in extreme obesity.	Hepatic lipid content in extreme obesity	1,868 European ancestry cases	NA	12q22	12	93554681	SOCS2	RN7SL737P - SOCS2-AS1	106481123	144481		44913	10947	rs10859525-?	rs10859525	0	10859525	intron_variant	1	NR	4E-7	6.3979400086720375	(Hepatic lipid content grade 1 versus 0)			Illumina [605718]	N	hepatic lipid content measurement, obesity	http://www.ebi.ac.uk/efo/EFO_0006506, http://www.ebi.ac.uk/efo/EFO_0001073	GCST002632	Genome-wide genotyping array
2015-06-11	25246029	DiStefano JK	2014-09-23	Acta Diabetol	www.ncbi.nlm.nih.gov/pubmed/25246029	Genome-wide analysis of hepatic lipid content in extreme obesity.	Hepatic lipid content in extreme obesity	1,868 European ancestry cases	NA	7p13	7	45195521	RAMP3	RAMP3 - LOC107986736	10268	107986736		11271	62514	rs1294908-?	rs1294908	0	1294908	intergenic_variant	1		7E-7	6.154901959985743	(Hepatic lipid content grade 1 versus 0)			Illumina [605718]	N	hepatic lipid content measurement, obesity	http://www.ebi.ac.uk/efo/EFO_0006506, http://www.ebi.ac.uk/efo/EFO_0001073	GCST002632	Genome-wide genotyping array
2013-10-24	23563609	Wheeler E	2013-04-07	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/23563609	Genome-wide SNP and CNV analysis identifies common and low-frequency variants associated with severe early-onset obesity.	Obesity (early onset extreme)	1,509 European ancestry cases, 5,380 European ancestry controls	971 European ancestry cases, 1,990 European ancestry controls	16q12.2	16	53767042	FTO	FTO			79068			rs1421085-C	rs1421085	0	1421085	intron_variant	0	0.41	3E-28	27.522878745280337		1.44	[1.35-1.54]	Affymetrix [~ 2000000] (imputed)	N	obesity	http://www.ebi.ac.uk/efo/EFO_0001073	GCST001957	Genome-wide genotyping array
2013-10-24	23563609	Wheeler E	2013-04-07	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/23563609	Genome-wide SNP and CNV analysis identifies common and low-frequency variants associated with severe early-onset obesity.	Obesity (early onset extreme)	1,509 European ancestry cases, 5,380 European ancestry controls	971 European ancestry cases, 1,990 European ancestry controls	18q21.32	18	60185354	MC4R	RNU4-17P - LOC342784	106481177	342784		21647	11001	rs476828-C	rs476828	0	476828	intergenic_variant	1	0.24	9E-14	13.045757490560675		1.33	[1.23-1.43]	Affymetrix [~ 2000000] (imputed)	N	obesity	http://www.ebi.ac.uk/efo/EFO_0001073	GCST001957	Genome-wide genotyping array
2013-10-24	23563609	Wheeler E	2013-04-07	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/23563609	Genome-wide SNP and CNV analysis identifies common and low-frequency variants associated with severe early-onset obesity.	Obesity (early onset extreme)	1,509 European ancestry cases, 5,380 European ancestry controls	971 European ancestry cases, 1,990 European ancestry controls	2p25.3	2	629244	TMEM18	LOC105373352 - TMEM18	105373352	129787		67151	38729	rs12463617-C	rs12463617	0	12463617	intergenic_variant	1	0.85	2E-13	12.698970004336019		1.42	[1.29-1.56]	Affymetrix [~ 2000000] (imputed)	N	obesity	http://www.ebi.ac.uk/efo/EFO_0001073	GCST001957	Genome-wide genotyping array
2013-10-24	23563609	Wheeler E	2013-04-07	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/23563609	Genome-wide SNP and CNV analysis identifies common and low-frequency variants associated with severe early-onset obesity.	Obesity (early onset extreme)	1,509 European ancestry cases, 5,380 European ancestry controls	971 European ancestry cases, 1,990 European ancestry controls	1p31.1	1	72372846	NEGR1	LOC105378797			105378797			rs1993709-G	rs1993709	0	1993709	intergenic_variant	0	0.81	5E-13	12.301029995663981		1.38	[1.26-1.50]	Affymetrix [~ 2000000] (imputed)	N	obesity	http://www.ebi.ac.uk/efo/EFO_0001073	GCST001957	Genome-wide genotyping array
2013-10-24	23563609	Wheeler E	2013-04-07	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/23563609	Genome-wide SNP and CNV analysis identifies common and low-frequency variants associated with severe early-onset obesity.	Obesity (early onset extreme)	1,509 European ancestry cases, 5,380 European ancestry controls	971 European ancestry cases, 1,990 European ancestry controls	14q23.1	14	61441393	PRKCH	PRKCH			5583			rs1957894-T	rs1957894	0	1957894	intron_variant	0	0.06	3E-10	9.522878745280337		1.5	[1.32-1.70]	Affymetrix [~ 2000000] (imputed)	N	obesity	http://www.ebi.ac.uk/efo/EFO_0001073	GCST001957	Genome-wide genotyping array
2013-10-24	23563609	Wheeler E	2013-04-07	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/23563609	Genome-wide SNP and CNV analysis identifies common and low-frequency variants associated with severe early-onset obesity.	Obesity (early onset extreme)	1,509 European ancestry cases, 5,380 European ancestry controls	971 European ancestry cases, 1,990 European ancestry controls	1p31.3	1	65513597	LEPR	LEPR			3953			rs11208659-C	rs11208659	0	11208659	intron_variant	0	0.08	2E-9	8.698970004336019		1.42	[1.27-1.59]	Affymetrix [~ 2000000] (imputed)	N	obesity	http://www.ebi.ac.uk/efo/EFO_0001073	GCST001957	Genome-wide genotyping array
2013-10-24	23563609	Wheeler E	2013-04-07	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/23563609	Genome-wide SNP and CNV analysis identifies common and low-frequency variants associated with severe early-onset obesity.	Obesity (early onset extreme)	1,509 European ancestry cases, 5,380 European ancestry controls	971 European ancestry cases, 1,990 European ancestry controls	11q13.2	11	66127695	PACS1	PACS1			55690			rs564343-A	rs564343	0	564343	intron_variant	0	0.41	2E-9	8.698970004336019		1.22	[1.15-1.31]	Affymetrix [~ 2000000] (imputed)	N	obesity	http://www.ebi.ac.uk/efo/EFO_0001073	GCST001957	Genome-wide genotyping array
2013-10-24	23563609	Wheeler E	2013-04-07	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/23563609	Genome-wide SNP and CNV analysis identifies common and low-frequency variants associated with severe early-onset obesity.	Obesity (early onset extreme)	1,509 European ancestry cases, 5,380 European ancestry controls	971 European ancestry cases, 1,990 European ancestry controls	12q23.1	12	97507492	RMST	RMST			196475			rs11109072-A	rs11109072	0	11109072	intron_variant	0	0.03	4E-9	8.397940008672037		1.67	[1.41-1.99]	Affymetrix [~ 2000000] (imputed)	N	obesity	http://www.ebi.ac.uk/efo/EFO_0001073	GCST001957	Genome-wide genotyping array
2013-10-24	23563609	Wheeler E	2013-04-07	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/23563609	Genome-wide SNP and CNV analysis identifies common and low-frequency variants associated with severe early-onset obesity.	Obesity (early onset extreme)	1,509 European ancestry cases, 5,380 European ancestry controls	971 European ancestry cases, 1,990 European ancestry controls	1p31.1	1	72285502	NEGR1	LOC105378797			105378797			rs3101336-C	rs3101336	0	3101336	intergenic_variant	0	0.60	2E-8	7.698970004336019		1.21	[1.13-1.29]	Affymetrix [~ 2000000] (imputed)	N	obesity	http://www.ebi.ac.uk/efo/EFO_0001073	GCST001957	Genome-wide genotyping array
2013-10-24	23563609	Wheeler E	2013-04-07	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/23563609	Genome-wide SNP and CNV analysis identifies common and low-frequency variants associated with severe early-onset obesity.	Obesity (early onset extreme)	1,509 European ancestry cases, 5,380 European ancestry controls	971 European ancestry cases, 1,990 European ancestry controls	12p13.33	12	442384	CCDC77	CCDC77			84318			rs1048466-G	rs1048466	0	1048466	3_prime_UTR_variant	0	0.72	8E-8	7.096910013008056		1.22	[1.14-1.32]	Affymetrix [~ 2000000] (imputed)	N	obesity	http://www.ebi.ac.uk/efo/EFO_0001073	GCST001957	Genome-wide genotyping array
2013-10-24	23563609	Wheeler E	2013-04-07	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/23563609	Genome-wide SNP and CNV analysis identifies common and low-frequency variants associated with severe early-onset obesity.	Obesity (early onset extreme)	1,509 European ancestry cases, 5,380 European ancestry controls	971 European ancestry cases, 1,990 European ancestry controls	10p12.2	10	23569282	OTUD1, KIAA1217	LOC105376454			105376454			rs16923476-A	rs16923476	0	16923476	intergenic_variant	0	0.02	1E-7	7.0		1.78	[1.44-2.20]	Affymetrix [~ 2000000] (imputed)	N	obesity	http://www.ebi.ac.uk/efo/EFO_0001073	GCST001957	Genome-wide genotyping array
2013-10-24	23563609	Wheeler E	2013-04-07	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/23563609	Genome-wide SNP and CNV analysis identifies common and low-frequency variants associated with severe early-onset obesity.	Obesity (early onset extreme)	1,509 European ancestry cases, 5,380 European ancestry controls	971 European ancestry cases, 1,990 European ancestry controls	2p22.1	2	40351419	SLC8A1	SLC8A1			6546			rs17025867-A	rs17025867	0	17025867	intron_variant	0	0.02	2E-7	6.698970004336019		1.81	[1.45-2.27]	Affymetrix [~ 2000000] (imputed)	N	obesity	http://www.ebi.ac.uk/efo/EFO_0001073	GCST001957	Genome-wide genotyping array
2013-10-24	23563609	Wheeler E	2013-04-07	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/23563609	Genome-wide SNP and CNV analysis identifies common and low-frequency variants associated with severe early-onset obesity.	Obesity (early onset extreme)	1,509 European ancestry cases, 5,380 European ancestry controls	971 European ancestry cases, 1,990 European ancestry controls	12p13.31	12	6356915	SCNN1A	SCNN1A			6337			rs3782724-G	rs3782724	0	3782724	intron_variant	0	0.04	3E-7	6.522878745280337		1.47	[1.27-171]	Affymetrix [~ 2000000] (imputed)	N	obesity	http://www.ebi.ac.uk/efo/EFO_0001073	GCST001957	Genome-wide genotyping array
2013-10-24	23563609	Wheeler E	2013-04-07	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/23563609	Genome-wide SNP and CNV analysis identifies common and low-frequency variants associated with severe early-onset obesity.	Obesity (early onset extreme)	1,509 European ancestry cases, 5,380 European ancestry controls	971 European ancestry cases, 1,990 European ancestry controls	6p25.1	6	5600205	FARS2	FARS2			10667			rs9328321-A	rs9328321	0	9328321	intron_variant	0	0.21	5E-7	6.301029995663981		1.22	[1.13-1.32]	Affymetrix [~ 2000000] (imputed)	N	obesity	http://www.ebi.ac.uk/efo/EFO_0001073	GCST001957	Genome-wide genotyping array
2013-10-24	23563609	Wheeler E	2013-04-07	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/23563609	Genome-wide SNP and CNV analysis identifies common and low-frequency variants associated with severe early-onset obesity.	Obesity (early onset extreme)	1,509 European ancestry cases, 5,380 European ancestry controls	971 European ancestry cases, 1,990 European ancestry controls	9q22.31	9	93125038	NINJ1	NINJ1			4814			rs2275848-T	rs2275848	0	2275848	missense_variant	0	0.82	1E-6	6.0		1.23	[1.13-1.34]	Affymetrix [~ 2000000] (imputed)	N	obesity	http://www.ebi.ac.uk/efo/EFO_0001073	GCST001957	Genome-wide genotyping array
2013-10-24	23563609	Wheeler E	2013-04-07	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/23563609	Genome-wide SNP and CNV analysis identifies common and low-frequency variants associated with severe early-onset obesity.	Obesity (early onset extreme)	1,509 European ancestry cases, 5,380 European ancestry controls	971 European ancestry cases, 1,990 European ancestry controls	18q21.2	18	55359126	TCF4	TCF4			6925			rs1631486-A	rs1631486	0	1631486	intron_variant	0	0.31	4E-6	5.3979400086720375		1.18	[1.10-1.26]	Affymetrix [~ 2000000] (imputed)	N	obesity	http://www.ebi.ac.uk/efo/EFO_0001073	GCST001957	Genome-wide genotyping array
2013-10-24	23563609	Wheeler E	2013-04-07	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/23563609	Genome-wide SNP and CNV analysis identifies common and low-frequency variants associated with severe early-onset obesity.	Obesity (early onset extreme)	1,509 European ancestry cases, 5,380 European ancestry controls	971 European ancestry cases, 1,990 European ancestry controls	16q24.1	16	86478309	FOXF1	FENDRR			400550			rs7187365-C	rs7187365	0	7187365	intron_variant	0	0.82	6E-6	5.221848749616356		1.22	[1.12-1.33]	Affymetrix [~ 2000000] (imputed)	N	obesity	http://www.ebi.ac.uk/efo/EFO_0001073	GCST001957	Genome-wide genotyping array
2013-10-24	23563609	Wheeler E	2013-04-07	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/23563609	Genome-wide SNP and CNV analysis identifies common and low-frequency variants associated with severe early-onset obesity.	Obesity (early onset extreme)	1,509 European ancestry cases, 5,380 European ancestry controls	971 European ancestry cases, 1,990 European ancestry controls	1p21.1	1	106098321	PRMT6	LOC126987 - LOC105378887	126987	105378887		16942	349745	rs12408810-C	rs12408810	0	12408810	intron_variant	1	0.87	9E-6	5.045757490560675		1.25	[1.13-1.38]	Affymetrix [~ 2000000] (imputed)	N	obesity	http://www.ebi.ac.uk/efo/EFO_0001073	GCST001957	Genome-wide genotyping array
2015-06-11	25246029	DiStefano JK	2014-09-23	Acta Diabetol	www.ncbi.nlm.nih.gov/pubmed/25246029	Genome-wide analysis of hepatic lipid content in extreme obesity.	Bilirubin levels in extreme obesity	1,868 European ancestry cases	NA	2q37.1	2	233764663	UGT1A1	UGT1A4, UGT1A1, UGT1A5, UGT1A6, UGT1A10, UGT1A7, UGT1A9, UGT1A3, UGT1A8, UGT1A			54657, 54658, 54579, 54578, 54575, 54577, 54600, 54659, 54576, 7361			rs4148325-?	rs4148325	0	4148325	intron_variant	0	NR	5E-93	92.30102999566398				Illumina [605718]	N	bilirubin measurement, obesity	http://www.ebi.ac.uk/efo/EFO_0004570, http://www.ebi.ac.uk/efo/EFO_0001073	GCST002628	Genome-wide genotyping array
2011-10-06	21935397	Paternoster L	2011-09-15	PLoS One	www.ncbi.nlm.nih.gov/pubmed/21935397	Genome-wide population-based association study of extremely overweight young adults--the GOYA study.	Obesity (extreme)	2,633 European ancestry extremely obese adult cases, 2,740 European ancestry controls	29,181 European ancestry individuals	6p12.3	6	50868566	TFAP2B	RPS17P5 - LOC100418898	442216	100418898		10879	29052	rs734597-A	rs734597	0	734597	intergenic_variant	1	NR	3E-8	7.522878745280337				Illumina [545349]	N	obesity	http://www.ebi.ac.uk/efo/EFO_0001073	GCST001240	Genome-wide genotyping array
2011-10-06	21935397	Paternoster L	2011-09-15	PLoS One	www.ncbi.nlm.nih.gov/pubmed/21935397	Genome-wide population-based association study of extremely overweight young adults--the GOYA study.	Obesity (extreme)	2,633 European ancestry extremely obese adult cases, 2,740 European ancestry controls	29,181 European ancestry individuals	1q32.2	1	209553912	CAMK1G	LOC105372898 - LOC105372899	105372898	105372899		10994	13036	rs12130212-T	rs12130212	0	12130212	intron_variant	1	NR	2E-6	5.698970004336019				Illumina [545349]	N	obesity	http://www.ebi.ac.uk/efo/EFO_0001073	GCST001240	Genome-wide genotyping array
2011-10-06	21935397	Paternoster L	2011-09-15	PLoS One	www.ncbi.nlm.nih.gov/pubmed/21935397	Genome-wide population-based association study of extremely overweight young adults--the GOYA study.	Obesity (extreme)	2,633 European ancestry extremely obese adult cases, 2,740 European ancestry controls	29,181 European ancestry individuals	14q24.2	14	72225785	RGS6	RGS6			9628			rs699363-G	rs699363	0	699363	intron_variant	0	NR	5E-6	5.301029995663981				Illumina [545349]	N	obesity	http://www.ebi.ac.uk/efo/EFO_0001073	GCST001240	Genome-wide genotyping array
2011-10-06	21935397	Paternoster L	2011-09-15	PLoS One	www.ncbi.nlm.nih.gov/pubmed/21935397	Genome-wide population-based association study of extremely overweight young adults--the GOYA study.	Obesity (extreme)	2,633 European ancestry extremely obese adult cases, 2,740 European ancestry controls	29,181 European ancestry individuals	15q26.3	15	98332800	FLJ39743	LOC105371011			105371011			rs970843-C	rs970843	0	970843	intergenic_variant	0	NR	5E-6	5.301029995663981				Illumina [545349]	N	obesity	http://www.ebi.ac.uk/efo/EFO_0001073	GCST001240	Genome-wide genotyping array
2009-09-24	19714249	Liu YZ	2009-08-28	PLoS One	www.ncbi.nlm.nih.gov/pubmed/19714249	Powerful bivariate genome-wide association analyses suggest the SOX6 gene influencing both obesity and osteoporosis phenotypes in males.	Obesity and osteoporosis	499 European ancestry male individuals, 501 European ancestry female individuals	1,370 European ancestry male individuals and 1,985 European ancestry female individuals from 975 families	11p15.2	11	16368048	SOX6	SOX6			55553			rs297325-C	rs297325	0	297325	intron_variant	0	0.23	4E-7	6.3979400086720375	(BMI-BMD, males)			Affymetrix [379319]	N	obesity, osteoporosis	http://www.ebi.ac.uk/efo/EFO_0001073, http://www.ebi.ac.uk/efo/EFO_0003882	GCST000469	Genome-wide genotyping array
2009-09-24	19714249	Liu YZ	2009-08-28	PLoS One	www.ncbi.nlm.nih.gov/pubmed/19714249	Powerful bivariate genome-wide association analyses suggest the SOX6 gene influencing both obesity and osteoporosis phenotypes in males.	Obesity and osteoporosis	499 European ancestry male individuals, 501 European ancestry female individuals	1,370 European ancestry male individuals and 1,985 European ancestry female individuals from 975 families	11p15.2	11	16381965	SOX6	SOX6			55553			rs4756846-C	rs4756846	0	4756846	intron_variant	0	0.12	5E-7	6.301029995663981	(BMI-BMD, males)			Affymetrix [379319]	N	obesity, osteoporosis	http://www.ebi.ac.uk/efo/EFO_0001073, http://www.ebi.ac.uk/efo/EFO_0003882	GCST000469	Genome-wide genotyping array
2009-03-03	19151714	Meyre D	2009-01-18	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/19151714	Genome-wide association study for early-onset and morbid adult obesity identifies three new risk loci in European populations.	Obesity	695 European ancestry adult cases, 731 European ancestry adult controls, 685 European ancestry child cases, 685 European ancestry child controls	1,171 European ancestry adult cases, 1,114 European ancestry adult controls, 4,417 European ancestry adults, 896 European ancestry child cases, 1,297 European ancestry child and young adult controls, 5,291 European ancestry children	10p13	10	16257952	PTER	RNU6-1075P - LOC102724039	106480406	102724039		50026	18960	rs10508503-C	rs10508503	0	10508503	intergenic_variant	1	0.92	2E-7	6.698970004336019				Illumina [308846]	N	obesity	http://www.ebi.ac.uk/efo/EFO_0001073	GCST000317	Genome-wide genotyping array
